law_name,feature_view,group_mode,neighbors,weights,policy,param,logloss,switched_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,active_subjects,positive_active_subjects,negative_active_subjects,active_subject_rate,std_subject_gain_per_cell,min_active_gain_per_cell,robust_transport_score
compact_episode_context__target_episode_family__knn7_distance,compact_episode_context,target_episode_family,7,distance,topfrac,0.08,0.6343717014885052,59,0.002625380662489598,0.03270601333779417,0.5084745762711864,8,4,4,0.8,0.010555526158334402,-0.009667255611007744,-0.004157948261260562
compact_episode_context__target_episode_family__knn21_distance,compact_episode_context,target_episode_family,21,distance,topfrac,0.06,0.6343775659279753,44,0.002619516223019427,0.04375782781634723,0.6136363636363636,6,3,3,0.6,0.010468219918177172,-0.010213661112975595,-0.0028507167647071497
route_episode_context__target__knn13_distance,route_episode_context,target,13,distance,topfrac,0.03,0.6343998611880456,22,0.002597220962949308,0.08677079126217006,0.6363636363636364,4,3,1,0.4,0.00790006296912294,-0.008657507946372378,0.00031221151758086706
route_episode_context__target__knn13_uniform,route_episode_context,target,13,uniform,topfrac,0.08,0.6344023955282823,59,0.0025946866227125657,0.03232363843548705,0.559322033898305,6,4,2,0.6,0.009323520467481163,-0.007992522706806969,-0.0012038414474096087
route_episode_context__target__knn7_distance,route_episode_context,target,7,distance,topfrac,0.06,0.6344046167785035,44,0.002592465372491343,0.04330595565411675,0.45454545454545453,7,5,2,0.7,0.01389818544081288,-0.029577371874598576,-0.001792262443630589
compact_episode_context__target_episode_family__knn13_distance,compact_episode_context,target_episode_family,13,distance,topfrac,0.1,0.6344064770752811,74,0.0025906050757137722,0.025731009873643552,0.581081081081081,9,6,3,0.9,0.010980967262778257,-0.015077059780225738,-0.002656540013702967
compact_episode_context__target__knn35_distance,compact_episode_context,target,35,distance,topfrac,0.08,0.6344108698196926,59,0.0025862123313021585,0.03221806887300146,0.6271186440677966,6,4,2,0.6,0.013467722794868993,-0.012015308989532816,-0.0018339460879281907
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.03,0.6344147451070904,22,0.0025823370439043733,0.08627353305771429,0.5909090909090909,4,2,2,0.4,0.008695024043411244,-0.004486144877558543,-0.0013219165626073134
route_episode_context__target__knn21_uniform,route_episode_context,target,21,uniform,topfrac,0.01,0.6344187592893756,7,0.002578322861619213,0.2707239004700174,0.8571428571428571,3,3,0,0.3,0.004748670514110058,0.004301313274381847,0.0021660222845027045
compact_episode_context__target__knn21_distance,compact_episode_context,target,21,distance,topfrac,0.04,0.6344616303370844,29,0.002535451813910499,0.06426058907669714,0.6551724137931034,5,2,3,0.5,0.008879032124900798,-0.005541016574685133,-0.0027964030048246214
route_episode_context__target_episode_family__knn35_distance,route_episode_context,target_episode_family,35,distance,topfrac,0.06,0.6345251205142368,44,0.0024719616367579983,0.041292995523116556,0.6590909090909091,9,5,4,0.9,0.010244564796986341,-0.010764112845992435,-0.004164723082789953
route_episode_context__target_expert_family__knn21_distance,route_episode_context,target_expert_family,21,distance,topfrac,0.04,0.6345545955066357,29,0.0024424866443590243,0.0619044028828925,0.6206896551724138,4,2,2,0.4,0.006335227013205872,-0.003452553999301565,-0.0011077974076218566
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,topfrac,0.08,0.6345730045606239,59,0.00242407759037087,0.030198254727501518,0.4915254237288136,8,5,3,0.8,0.009637163297219174,-0.009667255611007744,-0.0027214969042120064
route_episode_context__target_expert_family__knn7_uniform,route_episode_context,target_expert_family,7,uniform,topfrac,0.06,0.6345741885464009,44,0.0024228936045939784,0.0404733363494676,0.4772727272727273,6,4,2,0.6,0.014535854416741233,-0.03042051512557466,-0.0021574845579172067
route_episode_context__target_expert_family__knn7_uniform,route_episode_context,target_expert_family,7,uniform,topfrac,0.15,0.6345874469101004,110,0.00240963524089442,0.016100744564158175,0.509090909090909,10,6,4,1.0,0.01771261471572371,-0.022507477563720756,-0.005247256966464137
route_episode_context__target__knn35_uniform,route_episode_context,target,35,uniform,topfrac,0.15,0.6345891928623305,110,0.0024078892886643284,0.016089078428802552,0.6181818181818182,8,4,4,0.8,0.020184386232528356,-0.014019827146020823,-0.005819768646214925
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.08,0.6345895298442936,59,0.002407552306701331,0.029992388905516563,0.6271186440677966,10,5,5,1.0,0.014420143014420564,-0.014182876140936157,-0.006255469145461753
route_episode_context__target__knn21_distance,route_episode_context,target,21,distance,topfrac,0.02,0.6345965752523395,15,0.002400506898655361,0.11762483803411267,0.6666666666666666,3,3,0,0.3,0.003813483790258446,0.00577424409923921,0.0021284843301165937
compact_episode_context__target_expert_family__knn7_uniform,compact_episode_context,target_expert_family,7,uniform,topfrac,0.06,0.6346260559392135,44,0.0023710262117813043,0.03960691512861952,0.5,7,5,2,0.7,0.012766086057404445,-0.02314095681333241,-0.0018438866968293623
route_episode_context__target__knn13_uniform,route_episode_context,target,13,uniform,topfrac,0.02,0.6346330717867346,15,0.00236401036426026,0.11583650784875274,0.6666666666666666,3,2,1,0.3,0.006951057205535405,-0.00498507568884724,0.00012135178342994945
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.15,0.634644452608576,110,0.002352629542418842,0.01571984285161681,0.5454545454545454,9,5,4,0.9,0.020805356786792455,-0.018661628871031528,-0.005868173975600027
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.06,0.6346833122393964,44,0.0023137699115983504,0.03865047465965426,0.5227272727272727,6,2,4,0.6,0.012417600210512107,-0.009201633558713503,-0.004948870119978466
compact_episode_context__target_episode_family__knn55_distance,compact_episode_context,target_episode_family,55,distance,topfrac,0.06,0.6346879437773623,44,0.002309138373632479,0.03857310692317892,0.7045454545454546,10,7,3,1.0,0.0064664876909647576,-0.008152820419768296,-0.002160834780012235
route_episode_context__target_episode_family__knn35_distance,route_episode_context,target_episode_family,35,distance,topfrac,0.04,0.6347374908464657,29,0.0022595913045290713,0.05726895202858164,0.6896551724137931,8,5,3,0.8,0.009086754891522612,-0.01345144133350145,-0.0028034219291993207
compact_episode_context__target_episode_family__knn35_distance,compact_episode_context,target_episode_family,35,distance,topfrac,0.04,0.6347383964289859,29,0.002258685722008956,0.05724600019574423,0.6896551724137931,6,4,2,0.6,0.009251240477433904,-0.010720811857861267,-0.0015290003496061296
route_episode_context__target_expert_family__knn7_distance,route_episode_context,target_expert_family,7,distance,topfrac,0.06,0.6347460925296529,44,0.002250989621341982,0.0376017584474172,0.4772727272727273,7,4,3,0.7,0.015917365796848958,-0.026942022449341334,-0.003936615248185362
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,topfrac,0.1,0.6347474290616043,74,0.0022496530893905543,0.022344527306784566,0.5675675675675675,8,3,5,0.8,0.018670614910775596,-0.01638282801754854,-0.007250939147225783
route_episode_context__target__knn35_uniform,route_episode_context,target,35,uniform,topfrac,0.08,0.6347691470549485,59,0.0022279350960463457,0.027754784671085844,0.6440677966101694,7,3,4,0.7,0.01944460712456967,-0.017608248748508856,-0.005988755972639105
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,topfrac,0.08,0.634803330432384,59,0.002193751718610804,0.027328940901337976,0.4915254237288136,7,4,3,0.7,0.016008079366615767,-0.02870117475897911,-0.004007460186381561
compact_episode_context__target__knn21_uniform,compact_episode_context,target,21,uniform,topfrac,0.02,0.6348203741623109,15,0.0021767079886839454,0.10665869144551333,0.6,5,3,2,0.5,0.005967087820811452,-0.005541016574685133,-0.0012183551844377723
compact_episode_context__target__knn35_uniform,compact_episode_context,target,35,uniform,topfrac,0.1,0.6348210640313441,74,0.0021760181196506185,0.021613152945178443,0.6351351351351351,8,4,4,0.8,0.019835913503945406,-0.022521637377262597,-0.005999368905941192
compact_episode_context__target__knn21_uniform,compact_episode_context,target,21,uniform,topfrac,0.04,0.6348285730488912,29,0.0021685091021035954,0.05496048931193595,0.6206896551724138,5,2,3,0.5,0.009378955713516962,-0.008887680165656933,-0.0032383342549239494
compact_episode_context__target_episode_family__knn55_uniform,compact_episode_context,target_episode_family,55,uniform,topfrac,0.03,0.6348404667534795,22,0.0021566153975152752,0.07205055987153307,0.7727272727272727,8,6,2,0.8,0.005734682379105151,-0.007937807372902634,-0.0009035869593504974
compact_episode_context__target__knn35_uniform,compact_episode_context,target,35,uniform,topfrac,0.08,0.6348449242116985,59,0.0021521579392963924,0.026810781108183874,0.6271186440677966,7,4,3,0.7,0.01497180668154014,-0.01024951615900363,-0.0038936130629346286
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,threshold,0.08,0.6348766000373796,54,0.0021204821136153414,0.028862117657542142,0.6666666666666666,9,5,4,0.9,0.010074725571476722,-0.0184924261056237,-0.004490726722106167
compact_episode_context__target_episode_family__knn21_uniform,compact_episode_context,target_episode_family,21,uniform,topfrac,0.03,0.6348799985188347,22,0.002117083632160138,0.07072983952898643,0.7272727272727273,4,3,1,0.4,0.007501444503874723,-0.010032772080701241,-0.00010813304342107034
compact_episode_context__target__knn35_distance,compact_episode_context,target,35,distance,topfrac,0.1,0.6348947185432611,74,0.0021023636077337087,0.020881584482219943,0.6216216216216216,8,4,4,0.8,0.018485147902940265,-0.016991718223961262,-0.0058704085777073305
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.02,0.6349090266150911,15,0.00208805553590371,0.10231472125928182,0.7333333333333333,4,2,2,0.4,0.011930521864561455,-0.007937807372902634,-0.002301522743780508
compact_episode_context__target_episode_family__knn21_distance,compact_episode_context,target_episode_family,21,distance,topfrac,0.02,0.6349221359288506,15,0.0020749462221441453,0.10167236488506311,0.7333333333333333,4,3,1,0.4,0.005773760218468535,-0.005541016574685133,0.0001088821893738652
compact_episode_context__target_expert_family__knn7_distance,compact_episode_context,target_expert_family,7,distance,topfrac,0.02,0.6349440257743721,15,0.0020530563766226547,0.10059976245451008,0.5333333333333333,3,2,1,0.3,0.009771122702438946,-0.015270383819625925,-0.0006126120287431873
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.08,0.634985717312349,59,0.0020113648386458614,0.02505683315940183,0.6440677966101694,10,5,5,1.0,0.010329300142307417,-0.017757683648118704,-0.0060380301827002505
route_episode_context__target__knn35_uniform,route_episode_context,target,35,uniform,threshold,0.08,0.634990990448005,82,0.0020060917029897755,0.01798143172801811,0.6341463414634146,8,4,4,0.8,0.01950188877758816,-0.017608248748508856,-0.0061191916136484475
route_episode_context__all__knn55_uniform,route_episode_context,all,55,uniform,topfrac,0.06,0.6350307628552629,44,0.0019663192957318754,0.03284647005370292,0.6136363636363636,7,4,3,0.7,0.010094870904974174,-0.010476281456283714,-0.0033479113400142514
compact_episode_context__target_episode_family__knn55_distance,compact_episode_context,target_episode_family,55,distance,topfrac,0.04,0.6350323790284622,29,0.0019647031225325487,0.04979506189866975,0.7241379310344828,8,6,2,0.8,0.006950410318593545,-0.008206575396439377,-0.001277858425256483
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,topfrac,0.08,0.6350420311966201,59,0.0019550509543747206,0.024355295787549483,0.5423728813559322,6,4,2,0.6,0.012371176029021682,-0.01346426284913979,-0.0023006254499785316
route_episode_context__target__knn35_distance,route_episode_context,target,35,distance,topfrac,0.1,0.6350463963636644,74,0.0019506857873304235,0.019375054779565686,0.6081081081081081,8,4,4,0.8,0.017823577362691353,-0.017608248748508856,-0.005922850817073279
compact_episode_context__target__knn7_uniform,compact_episode_context,target,7,uniform,topfrac,0.04,0.6350651622325771,29,0.0019319199184177468,0.048964177242656684,0.41379310344827586,5,3,2,0.5,0.012620855122094344,-0.024451373873822072,-0.0024612083498964047
compact_episode_context__target__knn13_uniform,compact_episode_context,target,13,uniform,topfrac,0.04,0.6350965698462845,29,0.001900512304710277,0.04816815668834668,0.5517241379310345,5,3,2,0.5,0.010929668811257464,-0.010943009509330108,-0.0022389380169783426
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,topfrac,0.04,0.635097629214655,29,0.0018994529363399143,0.048141307179649546,0.5517241379310345,4,3,1,0.4,0.0079367456630149,-0.007816870314758095,-0.00039105891311232063
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,topfrac,0.01,0.6351441222445349,7,0.0018529599064598895,0.1945607901782884,0.8571428571428571,2,1,1,0.2,0.008347621750689638,-0.005541016574685133,-0.0006991833561435563
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,topfrac,0.01,0.6351441222445349,7,0.0018529599064598895,0.1945607901782884,0.8571428571428571,2,1,1,0.2,0.008347621750689638,-0.005541016574685133,-0.0006991833561435563
route_episode_context__target_episode_family__knn55_distance,route_episode_context,target_episode_family,55,distance,topfrac,0.01,0.6351441222445349,7,0.0018529599064598895,0.1945607901782884,0.8571428571428571,2,1,1,0.2,0.008347621750689638,-0.005541016574685133,-0.0006991833561435563
route_episode_context__target__knn35_distance,route_episode_context,target,35,distance,topfrac,0.15,0.635167562578491,110,0.001829519572503756,0.012224517143547824,0.5909090909090909,8,3,5,0.8,0.02191825049802919,-0.017608248748508856,-0.008158218002200622
