variant,family,file,basename,source_id,source_family,gate,q2_scale,s1_scale,q2_weight_nonzero,s1_weight_nonzero,q2_weight_mean,s1_weight_mean
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_danger_veto25_q21p0_s11p0_3850a4d4.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_danger_veto25_q21p0_s11p0_3850a4d4.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_all_q21p0_s11p0_e9aaa075.csv,submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_all_q21p0_s11p0_e9aaa075.csv,e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_benefit_floor050_q21p0_s11p0_a6c73f3f.csv,submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_benefit_floor050_q21p0_s11p0_a6c73f3f.csv,e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_danger_veto25_q21p0_s11p0_154c74c4.csv,submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295_danger_veto25_q21p0_s11p0_154c74c4.csv,e371_badtop0_7_weaktransfer_damp25_q21p08_s11p06_cfe295,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_all_q21p0_s11p0_ff7e8e0d.csv,submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_all_q21p0_s11p0_ff7e8e0d.csv,e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_benefit_floor050_q21p0_s11p0_0850510f.csv,submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_benefit_floor050_q21p0_s11p0_0850510f.csv,e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_danger_veto25_q21p0_s11p0_30a1ab2a.csv,submission_h002_e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f_danger_veto25_q21p0_s11p0_30a1ab2a.csv,e371_badtop0_7_weaktransfer_damp25_q21p08_s11p15_db856f,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_all_q21p0_s11p0_ade4bf2a.csv,submission_h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_all_q21p0_s11p0_ade4bf2a.csv,e370_q21p0_s11p15_orth0p0_plain_2f21a1,q2s1_risk_constrained_recalibration,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_benefit_floor050_q21p0_s11p0_cc32edda.csv,submission_h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_benefit_floor050_q21p0_s11p0_cc32edda.csv,e370_q21p0_s11p15_orth0p0_plain_2f21a1,q2s1_risk_constrained_recalibration,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_danger_veto25_q21p0_s11p0_ed6429ca.csv,submission_h002_e370_q21p0_s11p15_orth0p0_plain_2f21a1_danger_veto25_q21p0_s11p0_ed6429ca.csv,e370_q21p0_s11p15_orth0p0_plain_2f21a1,q2s1_risk_constrained_recalibration,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_all_q21p0_s11p0_8264d202.csv,submission_h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_all_q21p0_s11p0_8264d202.csv,e370_q21p0_s11p15_orth0p25_renorm_3c8923,q2s1_risk_constrained_recalibration,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_benefit_floor050_q21p0_s11p0_a5b3b31d.csv,submission_h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_benefit_floor050_q21p0_s11p0_a5b3b31d.csv,e370_q21p0_s11p15_orth0p25_renorm_3c8923,q2s1_risk_constrained_recalibration,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_danger_veto25_q21p0_s11p0_3662450f.csv,submission_h002_e370_q21p0_s11p15_orth0p25_renorm_3c8923_danger_veto25_q21p0_s11p0_3662450f.csv,e370_q21p0_s11p15_orth0p25_renorm_3c8923,q2s1_risk_constrained_recalibration,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_all_q21p0_s11p0_d1f38ead.csv,submission_h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_all_q21p0_s11p0_d1f38ead.csv,e370_q21p0_s11p06_orth0p0_plain_73fe15,q2s1_risk_constrained_recalibration,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_benefit_floor050_q21p0_s11p0_b6b608f6.csv,submission_h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_benefit_floor050_q21p0_s11p0_b6b608f6.csv,e370_q21p0_s11p06_orth0p0_plain_73fe15,q2s1_risk_constrained_recalibration,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_danger_veto25_q21p0_s11p0_f781ea03.csv,submission_h002_e370_q21p0_s11p06_orth0p0_plain_73fe15_danger_veto25_q21p0_s11p0_f781ea03.csv,e370_q21p0_s11p06_orth0p0_plain_73fe15,q2s1_risk_constrained_recalibration,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_all_q21p0_s11p0_00cf839a.csv,submission_h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_all_q21p0_s11p0_00cf839a.csv,e370_q21p0_s11p15_orth0p25_plain_5265b6,q2s1_risk_constrained_recalibration,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_benefit_floor050_q21p0_s11p0_4b2bc74a.csv,submission_h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_benefit_floor050_q21p0_s11p0_4b2bc74a.csv,e370_q21p0_s11p15_orth0p25_plain_5265b6,q2s1_risk_constrained_recalibration,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_danger_veto25_q21p0_s11p0_8dc71664.csv,submission_h002_e370_q21p0_s11p15_orth0p25_plain_5265b6_danger_veto25_q21p0_s11p0_8dc71664.csv,e370_q21p0_s11p15_orth0p25_plain_5265b6,q2s1_risk_constrained_recalibration,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_all_q21p0_s11p0_63c7ea90.csv,submission_h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_all_q21p0_s11p0_63c7ea90.csv,e370_q20p85_s11p15_orth0p0_plain_8ed45f,q2s1_risk_constrained_recalibration,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_benefit_floor050_q21p0_s11p0_5e3814ec.csv,submission_h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_benefit_floor050_q21p0_s11p0_5e3814ec.csv,e370_q20p85_s11p15_orth0p0_plain_8ed45f,q2s1_risk_constrained_recalibration,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_danger_veto25_q21p0_s11p0_11b43fd6.csv,submission_h002_e370_q20p85_s11p15_orth0p0_plain_8ed45f_danger_veto25_q21p0_s11p0_11b43fd6.csv,e370_q20p85_s11p15_orth0p0_plain_8ed45f,q2s1_risk_constrained_recalibration,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_all_q21p0_s11p0_5c70176b.csv,submission_h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_all_q21p0_s11p0_5c70176b.csv,e370_q21p0_s11p15_orth0p5_renorm_cdcbef,q2s1_risk_constrained_recalibration,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_benefit_floor050_q21p0_s11p0_e6b77a02.csv,submission_h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_benefit_floor050_q21p0_s11p0_e6b77a02.csv,e370_q21p0_s11p15_orth0p5_renorm_cdcbef,q2s1_risk_constrained_recalibration,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_danger_veto25_q21p0_s11p0_ef20692e.csv,submission_h002_e370_q21p0_s11p15_orth0p5_renorm_cdcbef_danger_veto25_q21p0_s11p0_ef20692e.csv,e370_q21p0_s11p15_orth0p5_renorm_cdcbef,q2s1_risk_constrained_recalibration,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_all_q21p0_s11p0_4cce8736.csv,submission_h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_all_q21p0_s11p0_4cce8736.csv,e370_q21p0_s11p0_orth0p0_plain_9238f1,q2s1_risk_constrained_recalibration,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_benefit_floor050_q21p0_s11p0_af31d418.csv,submission_h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_benefit_floor050_q21p0_s11p0_af31d418.csv,e370_q21p0_s11p0_orth0p0_plain_9238f1,q2s1_risk_constrained_recalibration,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_danger_veto25_q21p0_s11p0_1adefaa7.csv,submission_h002_e370_q21p0_s11p0_orth0p0_plain_9238f1_danger_veto25_q21p0_s11p0_1adefaa7.csv,e370_q21p0_s11p0_orth0p0_plain_9238f1,q2s1_risk_constrained_recalibration,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_all_q21p0_s11p0_39ffe2da.csv,submission_h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_all_q21p0_s11p0_39ffe2da.csv,e370_q20p85_s11p06_orth0p0_plain_04ade9,q2s1_risk_constrained_recalibration,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_benefit_floor050_q21p0_s11p0_9f05ada5.csv,submission_h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_benefit_floor050_q21p0_s11p0_9f05ada5.csv,e370_q20p85_s11p06_orth0p0_plain_04ade9,q2s1_risk_constrained_recalibration,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_danger_veto25_q21p0_s11p0_7385fa74.csv,submission_h002_e370_q20p85_s11p06_orth0p0_plain_04ade9_danger_veto25_q21p0_s11p0_7385fa74.csv,e370_q20p85_s11p06_orth0p0_plain_04ade9,q2s1_risk_constrained_recalibration,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
